,Name der Münze,Herkunftsland,Ausgabejahr,Menge in Mill.,Landspezifisch?,Prägestätte,Wert,Details
388,60. Jahrestag der Gründung des Gesundheitsministeriums,Italy,2018,3.0,False,,2 euro,"Von 1861 bis 1958 war das Innenministerium für das Gesundheitswesen zuständig. 1958 wurde das Gesundheitsministerium gegründet. Mit der schrittweisen Übertragung zahlreicher Kompetenzen an die Regionen verblieben ihm im Wesentlichen nur mehr Grundsatz- und Koordinierungsaufgaben. Eine Reform der italienischen Ministerialbürokratie führte 1999 zur Zusammenlegung des Ministeriums mit dem für Arbeit und Soziales. 2001 entstand es als Gesundheitsministerium wieder, 2008 wurden die beiden Ministerien wieder fusioniert, 2009 dann wieder geteilt. Die von Silvia Petrassi gestaltete Münze zeigt links den Kopf einer jungen Frau als Allegorie der Gesundheit. Rechts werden die Aufgabenfelder des Ministeriums – Forschung, Medizin, Ernährung und Umwelt – symbolisch dargestellt durch die Doppelhelix der DNA, den Hermesstab, eine Weizenähre, einen Fisch, einen Kürbis und einen Apfel. Oben steht halbkreisförmig „MINISTERO DELLA SALUTE 1958–2018“ (Gesundheitsministerium 1958–2018), links ist die Ligatur des Staatsnamens „RI“ (Repubblica Italiana, Italienische Republik) dargestellt und oben das Münzstättenzeichen „R“ der Prägestätte Istituto Poligrafico e Zecca dello Stato in Rom. Die ligierten Initialen „SP“ der Designerin erscheinen unten links."
369,70 Jahre Verfassung der Italienischen Republik,Italy,2018,4.0,False,,2 euro,"Enrico De Nicola (1877–1959) unterzeichnete als provisorisches Staatsoberhaupt am 27. Dezember 1947 die Verfassung der Italienischen Republik. Die Münze zeigt auf der linken Seite neben ihm Ministerpräsident Alcide De Gasperi (1881–1954), auf der rechten Seite den Präsidenten der Verfassunggebenden Versammlung Italiens, Umberto Terracini (1895–1983). Oben sind der Schriftzug „COSTITUZIONE“ (Verfassung) sowie als Landeskürzel die Ligatur „RI“ (Repubblica Italiana, Italienische Republik) abgebildet, unten stehen „CON SICURA COSCIENZA“ (mit sicherem Bewusstsein), das Münzstättenzeichen „R“ der Prägestätte Istituto Poligrafico e Zecca dello Stato in Rom sowie die Daten „1948•2018“ – also das Jahr des Inkrafttretens der italienischen Verfassung und das Ausgabejahr der Münze. Die Münzgestalterin Uliana Pernazza, deren Signet am linken Rand der Pille dargestellt ist, nutzte als Vorlage ein Foto vom Akt der Unterzeichnung im Palazzo Giustiniani,976 ohne allerdings zwei anwesende Beamte mit darzustellen."
410,70. Jahrestag der Allgemeinen Deklaration der Menschenrechte,Andorra,2018,0.075,False,,2 euro,"Die von der aus La Seu d’Urgell stammenden Künstlerin Judit Gaset Flinch gestaltete Münze zeigt sieben Treppen als Symbole für die sieben Verwaltungsbezirke Andorras in der Form von Bergen, die talwärts zur Münzmitte mit dem Namen des Ausgabestaats, „ANDORRA“, und dem Prägejahr „2018“ führen. Zugleich stellen diese Treppen die Äste eines stilisierten Baumes dar, der die Menschheit und Andorra als Teil davon symbolisieren soll. Die aus den Ästen sprießenden dreißig Blätter stehen für die 30 Artikel der Allgemeinen Erklärung der Menschenrechte. Umgeben wird das Münzbild vom kreisförmigen Schriftzug „70 ANYS DE LA DECLARACIÓ UNIVERSAL DELS DRETS HUMANS“ (70 Jahre Allgemeine Erklärung der Menschenrechte). Links unten wird die Silhouette der Pyrenäen als y-förmiges Ornament angedeutet. Andorranische Münzen werden alternierend in den Ländern der Kofürsten von Andorra geprägt; 2018 geschah dies in der spanischen Münzstätte Real Casa de la Moneda in Madrid."
408,70. Jahrestag der Vereinigung des Dodekanes mit Griechenland,Greece,2018,0.75,False,,2 euro,"Nach etwa 400 Jahren als Teil des Osmanischen Reiches (1523–1912) firmierte der Dodekanes 1912–1943 als Italienische Ägäis-Inseln. Nach deutscher Besatzung (1943–1945) wurde er britisches Protektorat. Am 15. September 1947 trat die auf der Pariser Friedenskonferenz 1946 mit Italien vereinbarte Abtretung des Dodekanes in Kraft und am 7. März 1948 wurde mit der Schaffung der Präfektur des Dodekanes die formelle Vereinigung mit Griechenland vollzogen. Die von Georgios Stamatopoulos gestaltete Münze zeigt eine Rose als Symbol der Hauptinsel des Dodekanes, Rhodos, umgeben von konzentrischen stilisierten Wellen. Schon um 100 v. Chr. wurden rhodische Münzen mit diesem Rosenmotiv geprägt.1097 Oben steht halbkreisförmig „1948–2018 Η ΕΝΩΣΗ ΤΩΝ ΔΩΔΕΚΑΝΗΣΩΝ ΜΕ ΤΗΝ ΕΛΛΑΔΑ“ (1948–2018 Vereinigung des Dodekanes mit Griechenland), unten „ΕΛΛΗΝΙΚΗ ΔΗΜΟΚΡΑΤΙΑ“ (Hellenische Republik). Links ist eine Palmette als Münzstättenzeichen der Prägestätte Νομισματοκοπείο / Nomismatokopeio (Münzprägeanstalt, Eigenbezeichnung auf Englisch: Bank of Greece – Mint) in Halandri dargestellt, rechts das Signet „ΣTAM“ des Münzdesigners."
407,75. Todestag von Kostis Palamas,Greece,2018,0.75,False,,2 euro,"Kostis Palamas (1859–1943), griechischer Literat, trug mit seiner Lyrik entscheidend dazu bei, dass sich die neugriechische Volkssprache gegenüber der antikisierenden Hochsprache in der Literatur durchsetzen konnte. Anlässlich der 1. Olympischen Spiele der Neuzeit 1896 in Athen schrieb er den Text der olympischen Hymne. Links steht bogenförmig, zweizeilig, „ΕΛΛΗΝΙΚΗ ΔΗΜΟΚΡΑΤΙΑ“ („Hellenische Republik“) und „ΚΩΣΤΗΣ ΠΑΛΑΜΑΣ“ („Kostis Palamas“). Eine Palmette als Münzstättenzeichen der Prägestätte Νομισματοκοπείο / Nomismatokopeio (Münzprägeanstalt, Eigenbezeichnung auf Englisch: Bank of Greece – Mint) in Halandri ist links dargestellt. Rechts sind das Ausgabejahr „2018“ und das Signet „ΣTAM“ des Münzdesigners Georgios Stamatopoulos angegeben, der das Porträt nach einem Foto1093 des Dichters gestaltete."
384,Altstadt von Santiago de Compostela (Kathedrale) 9. Münze der Serie UNESCO-Welterbe,Spain,2018,0.334,False,,2 euro,"Santiago de Compostela, 1985 zum Weltkulturerbe erklärt, ist – neben Rom und Jerusalem – der bedeutendste Wallfahrtsort der Christenheit und Ziel des Jakobswegs. Der „Camino de Santiago“ ist Teil eines Netzes alter europäischer Pilgerwege, die am Grab von St. Jakob in Galicien zusammenlaufen. Die von Alfonso Morales Muñoz gestaltete Münze stellt die Skulptur von St. Jakob inmitten der Heiligen Pforte über der barocken, 1738–1750 von Fernando de Casas entworfenen Westfassade der Kathedrale von Santiago de Compostela dar.1002 Auf Hut und Umhang sind fünf Jakobsmuscheln als dessen Attribute erkennbar. Links steht „ESPAÑA“ (Spanien), links unten das Ausgabejahr „2018“. Darunter ist ein gekröntes „M“ als Münzstättenzeichen der Prägestätte Real Casa de la Moneda in Madrid dargestellt."
371,Berlin (Schloss Charlottenburg) 13. Münze der Bundesländerserie,Germany,2018,6.116,True,A,2 euro,"Die Münze zeigt – allerdings ohne das dort befindliche Reiterstandbild des Großen Kurfürsten – die Straßenseite des Charlottenburger Schlosses in Berlin, 1701–1713 von Johann Friedrich Eosander von Göthe im Stil des Spätbarock erweitert. Auf der Schlosskuppel thront eine Skulptur der Schicksalsgöttin Fortuna, eine 1954 von Richard Scheibe aus vergoldetem Kupferblech gestaltete,983 4,50 m hohe Neuschöpfung des im Krieg zerstörten barocken Originals. Den Vordergrund bilden auf den beiden Wächterhäuschen zwei – um Schwert und Schild ergänzte, zwischen 1840 und 1848 als Zink-Hohlguss entstandene – Nachbildungen einer als Borghesischer Fechter bekannten antiken Statue,984 die ihrerseits eine – wahrscheinlich von Agasias (Sohn des Dositheos) aus Ephesos – um 100 v. Chr. geschaffene Marmorkopie eines Bronzeoriginals aus dem 3. Jh. v. Chr. ist. Oben links steht das Ausgabejahr „2018“, rechts das Landeskürzel „D“ (Deutschland), unten „BERLIN“ und darunter das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg). Das Signet des Münzgestalters Bodo Broschat befindet sich unter der linken Fechterstatue. Ursprünglich sollte das Reichstagsgebäude auf der Münze abgebildet werden."
372,Berlin (Schloss Charlottenburg) 13. Münze der Bundesländerserie,Germany,2018,6.116,True,D,2 euro,"Die Münze zeigt – allerdings ohne das dort befindliche Reiterstandbild des Großen Kurfürsten – die Straßenseite des Charlottenburger Schlosses in Berlin, 1701–1713 von Johann Friedrich Eosander von Göthe im Stil des Spätbarock erweitert. Auf der Schlosskuppel thront eine Skulptur der Schicksalsgöttin Fortuna, eine 1954 von Richard Scheibe aus vergoldetem Kupferblech gestaltete,983 4,50 m hohe Neuschöpfung des im Krieg zerstörten barocken Originals. Den Vordergrund bilden auf den beiden Wächterhäuschen zwei – um Schwert und Schild ergänzte, zwischen 1840 und 1848 als Zink-Hohlguss entstandene – Nachbildungen einer als Borghesischer Fechter bekannten antiken Statue,984 die ihrerseits eine – wahrscheinlich von Agasias (Sohn des Dositheos) aus Ephesos – um 100 v. Chr. geschaffene Marmorkopie eines Bronzeoriginals aus dem 3. Jh. v. Chr. ist. Oben links steht das Ausgabejahr „2018“, rechts das Landeskürzel „D“ (Deutschland), unten „BERLIN“ und darunter das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg). Das Signet des Münzgestalters Bodo Broschat befindet sich unter der linken Fechterstatue. Ursprünglich sollte das Reichstagsgebäude auf der Münze abgebildet werden."
373,Berlin (Schloss Charlottenburg) 13. Münze der Bundesländerserie,Germany,2018,6.116,True,G,2 euro,"Die Münze zeigt – allerdings ohne das dort befindliche Reiterstandbild des Großen Kurfürsten – die Straßenseite des Charlottenburger Schlosses in Berlin, 1701–1713 von Johann Friedrich Eosander von Göthe im Stil des Spätbarock erweitert. Auf der Schlosskuppel thront eine Skulptur der Schicksalsgöttin Fortuna, eine 1954 von Richard Scheibe aus vergoldetem Kupferblech gestaltete,983 4,50 m hohe Neuschöpfung des im Krieg zerstörten barocken Originals. Den Vordergrund bilden auf den beiden Wächterhäuschen zwei – um Schwert und Schild ergänzte, zwischen 1840 und 1848 als Zink-Hohlguss entstandene – Nachbildungen einer als Borghesischer Fechter bekannten antiken Statue,984 die ihrerseits eine – wahrscheinlich von Agasias (Sohn des Dositheos) aus Ephesos – um 100 v. Chr. geschaffene Marmorkopie eines Bronzeoriginals aus dem 3. Jh. v. Chr. ist. Oben links steht das Ausgabejahr „2018“, rechts das Landeskürzel „D“ (Deutschland), unten „BERLIN“ und darunter das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg). Das Signet des Münzgestalters Bodo Broschat befindet sich unter der linken Fechterstatue. Ursprünglich sollte das Reichstagsgebäude auf der Münze abgebildet werden."
374,Berlin (Schloss Charlottenburg) 13. Münze der Bundesländerserie,Germany,2018,6.116,True,F,2 euro,"Die Münze zeigt – allerdings ohne das dort befindliche Reiterstandbild des Großen Kurfürsten – die Straßenseite des Charlottenburger Schlosses in Berlin, 1701–1713 von Johann Friedrich Eosander von Göthe im Stil des Spätbarock erweitert. Auf der Schlosskuppel thront eine Skulptur der Schicksalsgöttin Fortuna, eine 1954 von Richard Scheibe aus vergoldetem Kupferblech gestaltete,983 4,50 m hohe Neuschöpfung des im Krieg zerstörten barocken Originals. Den Vordergrund bilden auf den beiden Wächterhäuschen zwei – um Schwert und Schild ergänzte, zwischen 1840 und 1848 als Zink-Hohlguss entstandene – Nachbildungen einer als Borghesischer Fechter bekannten antiken Statue,984 die ihrerseits eine – wahrscheinlich von Agasias (Sohn des Dositheos) aus Ephesos – um 100 v. Chr. geschaffene Marmorkopie eines Bronzeoriginals aus dem 3. Jh. v. Chr. ist. Oben links steht das Ausgabejahr „2018“, rechts das Landeskürzel „D“ (Deutschland), unten „BERLIN“ und darunter das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg). Das Signet des Münzgestalters Bodo Broschat befindet sich unter der linken Fechterstatue. Ursprünglich sollte das Reichstagsgebäude auf der Münze abgebildet werden."
375,Berlin (Schloss Charlottenburg) 13. Münze der Bundesländerserie,Germany,2018,6.116,True,J,2 euro,"Die Münze zeigt – allerdings ohne das dort befindliche Reiterstandbild des Großen Kurfürsten – die Straßenseite des Charlottenburger Schlosses in Berlin, 1701–1713 von Johann Friedrich Eosander von Göthe im Stil des Spätbarock erweitert. Auf der Schlosskuppel thront eine Skulptur der Schicksalsgöttin Fortuna, eine 1954 von Richard Scheibe aus vergoldetem Kupferblech gestaltete,983 4,50 m hohe Neuschöpfung des im Krieg zerstörten barocken Originals. Den Vordergrund bilden auf den beiden Wächterhäuschen zwei – um Schwert und Schild ergänzte, zwischen 1840 und 1848 als Zink-Hohlguss entstandene – Nachbildungen einer als Borghesischer Fechter bekannten antiken Statue,984 die ihrerseits eine – wahrscheinlich von Agasias (Sohn des Dositheos) aus Ephesos – um 100 v. Chr. geschaffene Marmorkopie eines Bronzeoriginals aus dem 3. Jh. v. Chr. ist. Oben links steht das Ausgabejahr „2018“, rechts das Landeskürzel „D“ (Deutschland), unten „BERLIN“ und darunter das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg). Das Signet des Münzgestalters Bodo Broschat befindet sich unter der linken Fechterstatue. Ursprünglich sollte das Reichstagsgebäude auf der Münze abgebildet werden."
394,Europäisches Jahr des Kulturerbes,Vatican,2018,0.094,False,,2 euro,"Die Münze zeigt die im vatikanischen Pius-Clemens-Museum ausgestellte Laokoon-Gruppe, eine im 1. Jahrhundert n. Chr. angefertigte römische Marmorkopie einer im 2. Jahrhundert v. Chr. geschaffenen, nicht erhalten gebliebenen griechischen Bronzeplastik von Hagesandros, Athanadoros und Polydoros aus Rhodos. Das auf dem Esquilin in Rom 1506 gefundene Kunstwerk beeinflusste durch die Ästhetik des Hellenismus die Kunst der italienischen Renaissance und erregte sofort Michelangelos Bewunderung. Dargestellt ist Laokoon, nach griechischer Mythologie Priester in Troja, der – weil er seine Mitbürger vor dem trojanischen Pferd warnte – von Athene mit seinen Söhnen Antiphas (rechts dargestellt) und Thymbraeus (links) zum Tode verurteilt wurde. Vergil beschreibt in der Aeneis deren verzweifelten Kampf mit zwei – Pythons ähnelnden – Seeschlangen. Unten ist der Name des Ausgabestaates „Città del VATICANO“ (Vatikanstadt) angegeben, oben kreisförmig „ANNO EUROPEO DEL PATRIMONIO CULTURALE“ (Europäisches Jahr des Kulturerbes), darunter das Ausgabejahr „2018“ und das Münzstättenzeichen „R“ der italienischen Prägestätte Istituto Poligrafico e Zecca dello Stato in Rom. Unten rechts steht das Signet „D.LONGO“ der Münzdesignerin Daniela Longo, unten links verweist das „C.M.INC.“ (INC. = Incisore / Graveur) auf die Medailleurin Claudia Momoni."
393,Finnische Nationallandschaft Koli,Finland,2018,1.0,False,,2 euro,"Finnlands Nationallandschaften symbolisieren den finnischen Charakter und haben eine allgemein anerkannte Bedeutung in der finnischen Kultur, Geschichte und Naturwahrnehmung. Die von Erkki Vainio nach einem Foto von Juha-Pekka Järvenpää1040 gestaltete Münze zeigt die Aussicht von der Spitze des Berges Koli auf den gleichnamigen Nationalpark mit dem See Pielinen und diversen Inseln in Karelien. Den dortigen Mischwald bilden u. a. Strauch-Birken (im Münzbild links) und Gemeine Fichten (rechts). Das Ausgabejahr „2018“ ist unten dargestellt, das Landeskürzel „FI“ (Finnland) links und rechts ist ein Löwe (das Wappentier Finnlands) als Münzstättenzeichen der Prägestätte Suomen Rahapaja (Finnische Münze) in Vantaa abgebildet."
406,Finnische Saunakultur,Finland,2018,1.0,False,,2 euro,"Die von Erkki Vainio gestaltete Münze zeigt im Vordergrund eine zwischen einer Espe (links) und einer Moor-Birke (rechts) an einem See gelegene Sauna-Blockhütte, aus deren Kamin Rauch aufsteigt. Kleine vorgelagerte Inseln und das andere Seeufer sind mit Mischwald bewachsen. Im Hintergrund zeugen zwei weitere Rauchsäulen von den in Finnland beliebten Privatsaunen (2020 erklärte die UNESCO die finnische Sauna zum immateriellen Kulturerbe1089). Links steht das Landeskürzel „FI“ (Finnland), unten „2018“ und rechts ist ein Löwe (das Wappentier Finnlands) als Münzstättenzeichen der Prägestätte Suomen Rahapaja (Finnische Münze) in Vantaa dargestellt."
399,Gesang- und Tanzfestival 2018,Lithuania,2018,0.5,False,,2 euro,"Das von Eglė Ratkutė gestaltete Münzmotiv zeigt stilisierte Abbildungen von Menschen und Vögeln, die für die zur litauischen Volkskunst zählende Scherenschnittkunst typisch sind und die Volkstänze und Gesang symbolisieren. Das baltische Liederfest1064 ist Teil der Jahrhundertfeiern zur Unabhängigkeit Litauens und 2008 von der UNESCO zum immateriellen Kulturerbe der Menschheit erklärt worden, zusammen mit den Sutartinės, den mehrstimmigen litauischen Volksliedern. Unten ist der Ausgabestaat „LIETUVA“ (Litauen), links oben das Ausgabejahr „2018“ und rechts oben das kreisförmige Münzstättenzeichen „LMK“ der Prägeanstalt Lietuvos monetų kalykla in Vilnius angegeben."
